,WalkID,SiteID,Reading_Time,Floor,reading_0_TYPE_BEACON,reading_0_TYPE_WIFI,reading_1_TYPE_BEACON,reading_1_TYPE_WIFI,reading_2_TYPE_BEACON,reading_2_TYPE_WIFI,reading_3_TYPE_BEACON,reading_3_TYPE_WIFI,reading_4_TYPE_BEACON,reading_4_TYPE_WIFI,reading_5_TYPE_BEACON,reading_5_TYPE_WIFI,reading_6_TYPE_BEACON,reading_6_TYPE_WIFI,reading_7_TYPE_BEACON,reading_7_TYPE_WIFI,reading_8_TYPE_ACCELEROMETER,reading_8_TYPE_ACCELEROMETER_UNCALIBRATED,reading_8_TYPE_BEACON,reading_8_TYPE_GYROSCOPE,reading_8_TYPE_GYROSCOPE_UNCALIBRATED,reading_8_TYPE_MAGNETIC_FIELD,reading_8_TYPE_MAGNETIC_FIELD_UNCALIBRATED,reading_8_TYPE_ROTATION_VECTOR,reading_8_TYPE_WIFI
28,1.0,5a0546857ecc773753327266,1578463967173,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
29,1.0,5a0546857ecc773753327266,1578463967193,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
30,1.0,5a0546857ecc773753327266,1578463967213,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
31,1.0,5a0546857ecc773753327266,1578463967233,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
32,1.0,5a0546857ecc773753327266,1578463967254,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
33,1.0,5a0546857ecc773753327266,1578463967258,-1,0.0,,0.0,,0.0,,-56.0,,-77.0,,10.59124254437134,,0.0,,1578463967258.0,,,,0.0,,,,,,
34,1.0,5a0546857ecc773753327266,1578463967274,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
35,1.0,5a0546857ecc773753327266,1578463967294,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
36,1.0,5a0546857ecc773753327266,1578463967314,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
37,1.0,5a0546857ecc773753327266,1578463967334,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
38,1.0,5a0546857ecc773753327266,1578463967354,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
39,1.0,5a0546857ecc773753327266,1578463967368,-1,0.0,,0.0,,0.0,,-56.0,,-82.0,,17.133329108571903,,0.0,,1578463967368.0,,,,0.0,,,,,,
40,1.0,5a0546857ecc773753327266,1578463967375,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
41,1.0,5a0546857ecc773753327266,1578463967395,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
42,1.0,5a0546857ecc773753327266,1578463967415,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
43,1.0,5a0546857ecc773753327266,1578463967435,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
44,1.0,5a0546857ecc773753327266,1578463967455,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
45,1.0,5a0546857ecc773753327266,1578463967461,-1,0.0,,0.0,,0.0,,-56.0,,-78.0,,11.687424064721569,,0.0,,1578463967461.0,,,,0.0,,,,,,
46,1.0,5a0546857ecc773753327266,1578463967476,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
47,1.0,5a0546857ecc773753327266,1578463967496,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
48,1.0,5a0546857ecc773753327266,1578463967516,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
49,1.0,5a0546857ecc773753327266,1578463967536,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
50,1.0,5a0546857ecc773753327266,1578463967556,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
51,1.0,5a0546857ecc773753327266,1578463967576,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
52,1.0,5a0546857ecc773753327266,1578463967597,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
53,1.0,5a0546857ecc773753327266,1578463967617,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
54,1.0,5a0546857ecc773753327266,1578463967637,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
55,1.0,5a0546857ecc773753327266,1578463967657,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
56,1.0,5a0546857ecc773753327266,1578463967677,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
57,1.0,5a0546857ecc773753327266,1578463967697,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
58,1.0,5a0546857ecc773753327266,1578463967718,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
59,1.0,5a0546857ecc773753327266,1578463967738,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
60,1.0,5a0546857ecc773753327266,1578463967758,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
61,1.0,5a0546857ecc773753327266,1578463967778,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
62,1.0,5a0546857ecc773753327266,1578463967785,-1,0.0,,0.0,,0.0,,-56.0,,-76.0,,9.586529272742789,,0.0,,1578463967785.0,,,,0.0,,,,,,
63,1.0,5a0546857ecc773753327266,1578463967798,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
64,1.0,5a0546857ecc773753327266,1578463967819,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
65,1.0,5a0546857ecc773753327266,1578463967839,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
66,1.0,5a0546857ecc773753327266,1578463967859,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
67,1.0,5a0546857ecc773753327266,1578463967879,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
68,1.0,5a0546857ecc773753327266,1578463967899,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
69,1.0,5a0546857ecc773753327266,1578463967919,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
70,1.0,5a0546857ecc773753327266,1578463967940,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
71,1.0,5a0546857ecc773753327266,1578463967960,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
72,1.0,5a0546857ecc773753327266,1578463967980,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
73,1.0,5a0546857ecc773753327266,1578463968000,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
74,1.0,5a0546857ecc773753327266,1578463968020,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
75,1.0,5a0546857ecc773753327266,1578463968041,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
76,1.0,5a0546857ecc773753327266,1578463968061,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
77,1.0,5a0546857ecc773753327266,1578463968081,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
78,1.0,5a0546857ecc773753327266,1578463968101,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
79,1.0,5a0546857ecc773753327266,1578463968105,-1,0.0,,0.0,,0.0,,-56.0,,-81.0,,15.596896095074634,,0.0,,1578463968105.0,,,,0.0,,,,,,
80,1.0,5a0546857ecc773753327266,1578463968121,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
81,1.0,5a0546857ecc773753327266,1578463968141,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
82,1.0,5a0546857ecc773753327266,1578463968162,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
83,1.0,5a0546857ecc773753327266,1578463968182,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
84,1.0,5a0546857ecc773753327266,1578463968187,-1,0.0,,0.0,,0.0,,-75.0,,-98.0,,7.1855578552312,,0.0,,1578463968187.0,,,,0.0,,,,,,
85,1.0,5a0546857ecc773753327266,1578463968202,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
86,1.0,5a0546857ecc773753327266,1578463968222,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
87,1.0,5a0546857ecc773753327266,1578463968233,-1,0.0,,0.0,,0.0,,-56.0,,-80.0,,14.182595505808171,,0.0,,1578463968233.0,,,,0.0,,,,,,
88,1.0,5a0546857ecc773753327266,1578463968242,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
89,1.0,5a0546857ecc773753327266,1578463968262,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
90,1.0,5a0546857ecc773753327266,1578463968278,-1,0.0,,0.0,,0.0,,-56.0,,-84.0,,20.60856365683409,,0.0,,1578463968278.0,,,,0.0,,,,,,
91,1.0,5a0546857ecc773753327266,1578463968283,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
92,1.0,5a0546857ecc773753327266,1578463968303,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
93,1.0,5a0546857ecc773753327266,1578463968319,-1,0.0,,0.0,,0.0,,-56.0,,-84.0,,20.60856365683409,,0.0,,1578463968319.0,,,,0.0,,,,,,
94,1.0,5a0546857ecc773753327266,1578463968323,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
95,1.0,5a0546857ecc773753327266,1578463968331,-1,0.0,,0.0,,0.0,,-56.0,,-83.0,,18.8007564097972,,0.0,,1578463968331.0,,,,0.0,,,,,,
96,1.0,5a0546857ecc773753327266,1578463968343,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
97,1.0,5a0546857ecc773753327266,1578463968363,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
98,1.0,5a0546857ecc773753327266,1578463968384,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
99,1.0,5a0546857ecc773753327266,1578463968404,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
100,1.0,5a0546857ecc773753327266,1578463968424,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
101,1.0,5a0546857ecc773753327266,1578463968444,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
102,1.0,5a0546857ecc773753327266,1578463968464,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
103,1.0,5a0546857ecc773753327266,1578463968484,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
104,1.0,5a0546857ecc773753327266,1578463968505,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
105,1.0,5a0546857ecc773753327266,1578463968525,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
106,1.0,5a0546857ecc773753327266,1578463968539,-1,0.0,,0.0,,0.0,,-56.0,,-85.0,,22.566684388606173,,0.0,,1578463968539.0,,,,0.0,,,,,,
107,1.0,5a0546857ecc773753327266,1578463968545,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
108,1.0,5a0546857ecc773753327266,1578463968565,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
109,1.0,5a0546857ecc773753327266,1578463968585,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
110,1.0,5a0546857ecc773753327266,1578463968606,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
111,1.0,5a0546857ecc773753327266,1578463968610,-1,,0.0,,0.0,,-10936.0,,584715.0,,233612665873878.0,,0.0,,0.0,,0.0,,,,,,,,,0.0
112,1.0,5a0546857ecc773753327266,1578463968626,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
113,1.0,5a0546857ecc773753327266,1578463968646,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
114,1.0,5a0546857ecc773753327266,1578463968666,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
115,1.0,5a0546857ecc773753327266,1578463968686,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
116,1.0,5a0546857ecc773753327266,1578463968706,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
117,1.0,5a0546857ecc773753327266,1578463968727,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
118,1.0,5a0546857ecc773753327266,1578463968747,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
119,1.0,5a0546857ecc773753327266,1578463968767,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
120,1.0,5a0546857ecc773753327266,1578463968787,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
121,1.0,5a0546857ecc773753327266,1578463968807,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
122,1.0,5a0546857ecc773753327266,1578463968827,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
123,1.0,5a0546857ecc773753327266,1578463968838,-1,0.0,,0.0,,0.0,,-56.0,,-77.0,,10.59124254437134,,0.0,,1578463968838.0,,,,0.0,,,,,,
124,1.0,5a0546857ecc773753327266,1578463968848,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
125,1.0,5a0546857ecc773753327266,1578463968868,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
126,1.0,5a0546857ecc773753327266,1578463968888,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
127,1.0,5a0546857ecc773753327266,1578463968908,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
128,1.0,5a0546857ecc773753327266,1578463968928,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
129,1.0,5a0546857ecc773753327266,1578463968948,-1,0.0,,0.0,,0.0,,-56.0,,-79.0,,12.882065968405298,,0.0,,1578463968948.0,,,,0.0,,,,,,
130,1.0,5a0546857ecc773753327266,1578463968949,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
131,1.0,5a0546857ecc773753327266,1578463968969,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
132,1.0,5a0546857ecc773753327266,1578463968989,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
133,1.0,5a0546857ecc773753327266,1578463969006,-1,0.0,,0.0,,0.0,,-56.0,,-90.0,,35.00122052655278,,0.0,,1578463969006.0,,,,0.0,,,,,,
134,1.0,5a0546857ecc773753327266,1578463969009,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
135,1.0,5a0546857ecc773753327266,1578463969029,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
136,1.0,5a0546857ecc773753327266,1578463969049,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
137,1.0,5a0546857ecc773753327266,1578463969065,-1,0.0,,0.0,,0.0,,-56.0,,-89.0,,32.12156532909368,,0.0,,1578463969065.0,,,,0.0,,,,,,
138,1.0,5a0546857ecc773753327266,1578463969070,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
139,1.0,5a0546857ecc773753327266,1578463969078,-1,0.0,,0.0,,0.0,,-56.0,,-87.0,,26.976489994605064,,0.0,,1578463969078.0,,,,0.0,,,,,,
140,1.0,5a0546857ecc773753327266,1578463969090,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
141,1.0,5a0546857ecc773753327266,1578463969110,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
142,1.0,5a0546857ecc773753327266,1578463969130,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
143,1.0,5a0546857ecc773753327266,1578463969150,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
144,1.0,5a0546857ecc773753327266,1578463969171,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
145,1.0,5a0546857ecc773753327266,1578463969191,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
146,1.0,5a0546857ecc773753327266,1578463969211,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
147,1.0,5a0546857ecc773753327266,1578463969231,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
148,1.0,5a0546857ecc773753327266,1578463969251,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
149,1.0,5a0546857ecc773753327266,1578463969271,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
150,1.0,5a0546857ecc773753327266,1578463969292,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
151,1.0,5a0546857ecc773753327266,1578463969312,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
152,1.0,5a0546857ecc773753327266,1578463969332,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
153,1.0,5a0546857ecc773753327266,1578463969352,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
154,1.0,5a0546857ecc773753327266,1578463969372,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
155,1.0,5a0546857ecc773753327266,1578463969392,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
156,1.0,5a0546857ecc773753327266,1578463969413,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
157,1.0,5a0546857ecc773753327266,1578463969433,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
158,1.0,5a0546857ecc773753327266,1578463969453,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
159,1.0,5a0546857ecc773753327266,1578463969473,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
160,1.0,5a0546857ecc773753327266,1578463969493,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
161,1.0,5a0546857ecc773753327266,1578463969494,-1,0.0,,0.0,,0.0,,-56.0,,-80.0,,14.182595505808171,,0.0,,1578463969494.0,,,,0.0,,,,,,
162,1.0,5a0546857ecc773753327266,1578463969514,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
163,1.0,5a0546857ecc773753327266,1578463969534,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
164,1.0,5a0546857ecc773753327266,1578463969554,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
165,1.0,5a0546857ecc773753327266,1578463969574,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
166,1.0,5a0546857ecc773753327266,1578463969594,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
167,1.0,5a0546857ecc773753327266,1578463969614,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
168,1.0,5a0546857ecc773753327266,1578463969635,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
169,1.0,5a0546857ecc773753327266,1578463969655,-1,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
